pair_id,initial_delta_A,initial_delta_B,initial_p_breakdown,initial_V_A,initial_V_B,final_delta_A,final_delta_B,final_p_breakdown,final_V_A,final_V_B,final_V_A_star,final_V_B_star,final_score,final_balance_score,final_speed_score
203,0.5790708012246004,0.8217084562117155,0.0744017481330965,0.3522792296267511,0.9076245775194832,0.5255935515281874,0.9703516949312234,0.3831987350708628,0.4981401673644216,0.8385095494194807,0.4981401673644216,0.8385095494194807,0.9391871237687649,0.9962803347288434,0.8059696315285821
204,0.5166894180999367,0.9555545510938392,0.0588655530743777,0.0291966050925809,0.5197368027342506,0.5500898037147745,0.9662948859298154,0.3646067656356273,0.4752715299928914,0.8455671630190434,0.4914979104244626,0.8282100089551956,0.9010003301283426,0.9505430599857827,0.7854006271276492
205,0.6202348943994506,0.7100179694795823,0.2709418516460434,0.8432543631122329,0.6333568408536914,0.5100000000000000,0.9326603803779564,0.3559101869611753,0.4974416252767787,0.8365974874546528,0.4974416252767787,0.8365974874546527,0.9372201683240614,0.9948832505535574,0.8026729764552376
206,0.5732746645375301,0.5117357974967717,0.1583067239623081,0.6258339153063843,0.4116205503318684,0.5484206704360587,0.9464622474355719,0.3607634399806037,0.5013157050288841,0.8242534811673036,0.5013157050288841,0.8242534811673036,0.9345280636873567,0.9973685899422318,0.7879001690926487
207,0.8352761633341715,0.5400341356061565,0.1159626512861903,0.4164051548412973,0.3273842008807460,0.5767478860071515,0.9172530319126579,0.3478004666389167,0.5366166323203265,0.8008110892129205,0.5184289062235300,0.8049905292086471,0.8812283808929151,0.9267667353593469,0.7749722204712408
208,0.5684796022216949,0.5625539163363913,0.0125566479679590,0.2455327993384757,0.3317117794612534,0.5227400457787320,0.9474812137761672,0.3711881218339991,0.5026509082331934,0.8347760578222756,0.5026509082331934,0.8347760578222756,0.9375372083733493,0.9946981835336133,0.8041615996660669
209,0.7530383671779038,0.5557696575277730,0.3384201988713930,0.7451374186753852,0.1483172817122927,0.5183375971571484,0.9187069587979737,0.3459898256197979,0.5012541848690071,0.8300758026073540,0.5012541848690071,0.8300758026073541,0.9371386863390840,0.9974916302619858,0.7963151505189801
210,0.8432459691085855,0.6788171476081265,0.0129315463379331,0.9454745757416672,0.7965976506738514,0.5100000000000000,0.9453476536706104,0.3685725980084073,0.4990019516805223,0.8393074119714331,0.4990019516805223,0.8393074119714331,0.9409354040225115,0.9980039033610446,0.8077755722326010
211,0.7889359724260331,0.8466099874124916,0.2999932496333277,0.3808097056520202,0.0553680843335438,0.5100000000000000,0.9554171495695009,0.3755067253600538,0.4979785283365824,0.8413980366507401,0.4979785283365825,0.8413980366507402,0.9401613897035088,0.9959570566731648,0.8099715001076451
212,0.6058923127968276,0.8895114271682376,0.1527954235994324,0.1348760683792313,0.6746852437645200,0.5100000000000000,0.9502966408682099,0.3700959904116847,0.4969717450910373,0.8403473076086774,0.4969717450910373,0.8403473076086774,0.9380705983327203,0.9939434901820747,0.8077005173508937
213,0.8959797725674861,0.7933023716854198,0.2394751242018601,0.1091947472727374,0.8644601928370358,0.5437140711907776,0.9434457472904982,0.3580488833951096,0.4966840023046086,0.8403352882127704,0.5000642251258886,0.8254586554424601,0.9319395836539378,0.9933680046092173,0.7886066014249526
214,0.8533954222155848,0.5802893637873502,0.0990712002760649,0.0063619723338859,0.4974283469853672,0.5205198948256610,0.9359684022523403,0.3611021298451846,0.5018036677994906,0.8331206478574971,0.5018036677994905,0.8331206478574970,0.9378149465103744,0.9963926644010188,0.8011336047655377
215,0.8647123218794600,0.8689927690311241,0.0621598664928293,0.7439554407717219,0.0702007818415502,0.5299842754753443,0.9252447352271821,0.3448294514067259,0.4987981698466651,0.8268022673360200,0.4987981698466651,0.8268022673360201,0.9351708925760102,0.9975963396933303,0.7895115159689299
216,0.5729077207475104,0.6803049211860475,0.2133552003339790,0.9813953859016705,0.4284174616368909,0.5100000000000000,0.9247549339906882,0.3569317032600649,0.5035238493556804,0.8348618856717225,0.5035238493556804,0.8348618856717226,0.9365563160364192,0.9929523012886392,0.8049656837812394
217,0.5694018257521655,0.5162368073624622,0.2782470779816574,0.9928177527535682,0.3432266028823499,0.5100000000000000,0.9434385121523295,0.3690348528458917,0.4715858976043545,0.8541960870832187,0.5006195929059921,0.8389045072958589,0.9027536209514877,0.9431717952087091,0.8084445476846380
218,0.9552300244831237,0.6446825378557197,0.0781973179780586,0.7841972543429255,0.9855393192994307,0.5100000000000000,0.8972409948442454,0.3298939592623834,0.5018786536235819,0.8284809220696836,0.5018786536235819,0.8284809220696836,0.9357263401050022,0.9962426927528363,0.7945215172600563
219,0.7008375330359715,0.6686882659876694,0.1745435789730257,0.1621837782960436,0.6912652016189443,0.5100000000000000,0.9100800243928262,0.3102193459913115,0.5048130971768443,0.8418094732237981,0.4777490598359948,0.8319335499376888,0.9270105732868664,0.9903738056463114,0.7791630311148282
220,0.6544553720548510,0.6416378569046894,0.1778619881165583,0.9777094559131215,0.7213598048289199,0.5107866768076367,0.9035267589423441,0.3374316803877905,0.5033262779038418,0.8296587491430736,0.5033262779038418,0.8296587491430736,0.9345628649974171,0.9933474441923165,0.7973988468759854
221,0.7445203417687360,0.8996976735300410,0.0863916596317851,0.3278134430019509,0.5158269189622310,0.5100000000000000,0.9760342418347082,0.3891713747319158,0.4959149117404098,0.8455112978679478,0.4959149117404098,0.8455112978679478,0.9385629112891003,0.9918298234808196,0.8142734495084224
222,0.8281748221265196,0.8747646708451633,0.2260197785008524,0.3336196094925437,0.7094142544420965,0.5250839927000198,0.9053892179674518,0.3303531919347232,0.5003828970255139,0.8240549555951669,0.5003828970255139,0.8240549555951668,0.9355085826631684,0.9992342059489723,0.7868154616629592
223,0.9686991633825456,0.8438649745980679,0.0583742747126803,0.6873369528924389,0.7225709767221682,0.5270982342518339,0.9481187526947342,0.3683171950978834,0.5009941996079420,0.8331895268654606,0.5009941996079420,0.8331895268654604,0.9387843664403730,0.9980116007841160,0.8005874863049728
224,0.6474941889033864,0.5767224376858874,0.2038996693274320,0.0490491870744514,0.0663588807461049,0.5277872777447361,0.9213513610457467,0.3482995221291268,0.4770007002750840,0.8224543916233886,0.5035529902427088,0.8267983056832636,0.9058423894095730,0.9540014005501680,0.7934713634148514
225,0.9539080460697730,0.8977602766590154,0.0453726045463998,0.8257697299075593,0.2226065244772704,0.5100000000000000,0.9058752750568331,0.3339552578463603,0.4988943335933030,0.8305341666321677,0.4988943335933030,0.8305341666321677,0.9369674254700882,0.9977886671866059,0.7950511947982138
226,0.5219325558654030,0.8350444615983954,0.1942169635420550,0.9972972764877440,0.0129675554288861,0.5100000000000000,0.9586398140020888,0.3838318990138402,0.5026112799987877,0.8420565506551513,0.5026112799987877,0.8420565506551513,0.9406582987703693,0.9947774400024245,0.8143803025622404
227,0.7764950603168759,0.6035220895110681,0.1246396219502227,0.7750697780899174,0.5098074059285719,0.5100000000000000,0.9135099880989420,0.3418090039491708,0.4995631625298352,0.8323079324767346,0.4995631625298352,0.8323079324767347,0.9388392002998363,0.9991263250596705,0.7981692425268899
228,0.8143080536069208,0.8210850865351279,0.1808985168326140,0.7816764912073332,0.8757998548360265,0.5100000000000000,0.8837842861980325,0.3130977475399216,0.4990621568186414,0.8251684709854821,0.4990621568186414,0.8251684709854821,0.9348860046343648,0.9981243136372826,0.7873299502942235
229,0.5608307538003616,0.7420855876817669,0.1734997437772697,0.3903136705665510,0.6095545346953284,0.5100000000000000,0.8823195936227036,0.3137981236637048,0.5006256237980825,0.8247995763799409,0.5006256237980825,0.8247995763799409,0.9355586721227461,0.9987487524038350,0.7881151514668725
230,0.5773630065906781,0.7208880296909880,0.3631732491274371,0.0659213890156569,0.5002075278077094,0.5258209320286673,0.9308325031982345,0.3526829191850390,0.5000012569424581,0.8298131367947876,0.5000012569424581,0.8298131367947877,0.9384713735677674,0.9999974861150838,0.7949104442906962
231,0.7111748732718258,0.5638191184667466,0.1959742399825851,0.7926674342344233,0.9259658476106399,0.5100000000000000,0.9314216148356093,0.3376793155419829,0.5290328157208234,0.8371491843795514,0.4839437143217123,0.8365317746245571,0.8968404766831748,0.9419343685583532,0.7916213956410919
232,0.9737913178287272,0.7587860524056794,0.3273995615507498,0.5971580869048005,0.1722185110217539,0.5199662396595253,0.9144717869404595,0.3390864716265664,0.4993219809772458,0.8284066420385755,0.4993219809772458,0.8284066420385755,0.9367410252098211,0.9986439619544916,0.7923008394722567
233,0.7961004255524989,0.5579672683067346,0.0902609571646861,0.9093386891220844,0.0746043081576857,0.5124080812393760,0.9502906527781424,0.3787492646510122,0.5044312039687381,0.8394224489366759,0.5044312039687381,0.8394224489366758,0.9374159973321965,0.9911375920625238,0.8120656096280994
234,0.9578511463681014,0.5888416258820480,0.1408331178537035,0.1159629001668325,0.9173057364097177,0.5229454179614342,0.9342950366046555,0.3507088529563987,0.5084080752428781,0.8172399384318911,0.4954146843735185,0.8317850004961219,0.9264355038726972,0.9831838495142438,0.7940226973757555
235,0.8960932394942259,0.5736222308518861,0.0300357522532764,0.3051230630941083,0.9027817549188133,0.5203846612322982,0.9323103455797913,0.3597907756317654,0.5031855027138673,0.8323612034808181,0.5031855027138673,0.8323612034808181,0.9358848498165009,0.9936289945722654,0.8011485120530505
236,0.7343431687465399,0.9679719739536037,0.1682991179285974,0.3606561537233864,0.6829724862129495,0.5165477308118065,0.9228134913004592,0.3496431172113880,0.5008148511562504,0.8317560725882777,0.5008148511562504,0.8317560725882777,0.9383740072012688,0.9983702976874993,0.7983826627333979
237,0.8866864556410500,0.6467350514130672,0.2674799548299724,0.6832797085446914,0.2459791620960520,0.5100000000000000,0.8829317637143156,0.3128439776565806,0.4994908166372116,0.8249536573936789,0.4994908166372117,0.8249536573936789,0.9355005679311297,0.9989816332744232,0.7873780821301117
238,0.5185616563089541,0.6804980753260838,0.3352668136437585,0.7877451631031550,0.9697640247043707,0.5199128886124063,0.9366839705924055,0.3655504613172068,0.5046459659841227,0.8335382424973460,0.5046459659841227,0.8335382424973460,0.9346872835297146,0.9907080680317546,0.8039721196916219
239,0.5623891184475528,0.6645986910220973,0.2263659647196621,0.9610204085844203,0.7653463518038267,0.5100000000000000,0.9386363346192402,0.3614579798469618,0.4978054244947593,0.8378864624859876,0.4978054244947593,0.8378864624859875,0.9383720858486637,0.9956108489895188,0.8048149718533351
240,0.9081257351437134,0.9411602136855091,0.2560290678372314,0.2954071583241544,0.6738945835846691,0.5100000000000000,0.9591256600000345,0.3749423968074918,0.4951127194079812,0.8421682754513284,0.4951127194079811,0.8421682754513284,0.9358244958469301,0.9902254388159624,0.8088889622525216
241,0.8924722023960776,0.7802236374407465,0.0709068310467793,0.4936364085642473,0.2229113240154478,0.5165522289149470,0.9045032820371455,0.3319225468464512,0.5350903274481823,0.8116982231258965,0.4999861338935714,0.8274563363931657,0.8883131768796104,0.9298193451036354,0.7914654510235525
242,0.6216675561438881,0.9511967514879897,0.0148824152933758,0.0289609300812984,0.5130891716331156,0.5100000000000000,0.9185894765498264,0.3455684338545848,0.4989574782089501,0.8334679028088324,0.4989574782089501,0.8334679028088324,0.9383481090023085,0.9979149564179002,0.7993587983659278
243,0.7647694034875456,0.6539639547973899,0.3166752580709264,0.2529878781088879,0.8225762412969998,0.5100000000000000,0.9398247070684316,0.3635222553707497,0.4986446157881395,0.8381381377815393,0.4986446157881395,0.8381381377815393,0.9398512812276925,0.9972892315762789,0.8058293970809909
244,0.8008875939360053,0.5651206437273355,0.0668152829765146,0.3740035081196403,0.8602602247322860,0.5127837176346723,0.9431061323637853,0.3704483687335599,0.5026001028770212,0.8377487118795557,0.5026001028770213,0.8377487118795557,0.9388584111380471,0.9947997942459577,0.8083285172195894
245,0.9265146978124854,0.7769848573076038,0.0364678142131010,0.5938062065254482,0.5614301158012680,0.5100000000000000,0.9322882028674425,0.3628134453807258,0.5030731292687999,0.8365187686802352,0.5030731292687999,0.8365187686802352,0.9377847839808384,0.9938537414624002,0.8069572165238611
246,0.7994914355225883,0.6758577560592084,0.3750249283626381,0.4708454935991740,0.5227938437192642,0.5100000000000000,0.9502365322159464,0.3694161555111697,0.4964666000191043,0.8403374531768240,0.4964666000191044,0.8403374531768240,0.9372424593978645,0.9929332000382085,0.8072973979037288
247,0.7080343532513665,0.8949152800755592,0.3854085456236707,0.3644750597769973,0.6976838283076405,0.5224209606098975,0.9595425594029586,0.3809270592431414,0.5025155403926858,0.8374780920778949,0.5025155403926858,0.8374780920778949,0.9388427874313896,0.9949689192146285,0.8078818132704991
248,0.6896083408354478,0.9321232362775961,0.2465029166409979,0.6240779665293416,0.5282488443124729,0.5133679270653135,0.9017251727643989,0.3278120335517092,0.4980433101468256,0.8281353425646307,0.4980433101468256,0.8281353425646308,0.9345118020054906,0.9960866202936511,0.7908372259997827
249,0.7144234014592847,0.7368352852353944,0.1514549090749174,0.8286156771170003,0.4176810380656609,0.5100000000000000,0.9402499934303467,0.3693362297832747,0.5029424611046647,0.8382343297516033,0.5029424611046647,0.8382343297516033,0.9386628361301783,0.9941150777906707,0.8092742722556964
250,0.8229268922783876,0.9762523315610440,0.3332958163856208,0.2416811329847892,0.0854190114243887,0.5354151903626387,0.8971277976879823,0.3299338538583809,0.5305328955047648,0.7649378308347956,0.5085393449354885,0.8175545973314511,0.8925543441754011,0.9389342089904704,0.7843346596069066
251,0.9263955032411160,0.7754462430453148,0.0818879837341650,0.3428758792604123,0.1260496757155801,0.5176337542350069,0.9154743932470966,0.3458046513951433,0.5031417573677716,0.8296192982594229,0.5031417573677716,0.8296192982594229,0.9347593342613177,0.9937164852644569,0.7971926485873269
252,0.7278705033966238,0.6400417888254299,0.1717569309718728,0.7049236496870199,0.7602754682006674,0.5249496655934882,0.9637816005736264,0.3419965619169794,0.4822222390863249,0.8355733750988721,0.4684430570482339,0.8381910153395858,0.9093947180233153,0.9644444781726498,0.7809452776748684
253,0.6289629902166519,0.7447082473652518,0.1428069196002407,0.7779405987585303,0.0246640646242681,0.5100000000000000,0.9165758429709671,0.3422641960810265,0.4978055284296385,0.8330134950871413,0.4978055284296385,0.8330134950871413,0.9362593030669142,0.9956110568592771,0.7977718775514010
254,0.6235979342388389,0.5279089403534053,0.3650799962966726,0.8253968717346473,0.0523050257976087,0.5100000000000000,0.9197570013648988,0.3525095532915768,0.5034789185692251,0.8337411271547427,0.5034789185692251,0.8337411271547426,0.9361323326349619,0.9930421628615498,0.8033427287729238
255,0.8680868545168543,0.8959205569262724,0.3679109661449095,0.2093312188970287,0.9046435780864176,0.5348782258844874,0.9406937064433769,0.3565827425900466,0.4985995545725761,0.8284070225539515,0.4985995545725760,0.8284070225539514,0.9355494774740736,0.9971991091451522,0.7917003369082234
256,0.9019530064434770,0.5586888244101220,0.2603543705294666,0.5392669612444156,0.7039971134546849,0.5251325444393196,0.9114390640707292,0.3360747931228537,0.5004576243342451,0.8255160832531832,0.5004576243342451,0.8255160832531830,0.9360662587255522,0.9990847513315098,0.7890231093116514
257,0.5605334783299800,0.6581992744814423,0.0442960561090767,0.9000110985252844,0.0042127219141461,0.5100000000000000,0.9900000000000000,0.4000000000000000,0.4961893634599309,0.8481660547812611,0.4961893634599309,0.8481660547812612,0.9401359088439032,0.9923787269198618,0.8182360000000000
258,0.5419482513384856,0.7813519425623728,0.1928771158633210,0.3919504550914917,0.3120433743548727,0.5100000000000000,0.9363313805336119,0.3628698080558018,0.5004438947053944,0.8373875635076156,0.5004438947053944,0.8373875635076156,0.9412248435100801,0.9991122105892112,0.8061543203254411
259,0.7953281586030969,0.5306280603105115,0.0981313464896227,0.4298830902215557,0.7633184605955448,0.5482220181338191,0.9460448221560996,0.3602727846669053,0.5011639028438224,0.8242355321489392,0.5011639028438224,0.8242355321489392,0.9346940490060636,0.9976721943123552,0.7877450432913834
260,0.5801631572124952,0.5480721116070951,0.3539662652737928,0.9848229439006858,0.4176007999772556,0.5455911570519606,0.9255644403739886,0.3753514084422627,0.5111452094830837,0.8474948228056730,0.5253628550799611,0.8209548953867860,0.9252859160646763,0.9777095810338325,0.8029640311366453
261,0.9058388114190439,0.8441358516542462,0.0553611196064808,0.1130526460325054,0.4687978228581117,0.5308105057642517,0.9190023049310174,0.3402068173831673,0.4997820198871493,0.8249637656360433,0.4997820198871492,0.8249637656360432,0.9359869684553777,0.9995640397742984,0.7876404687112292
262,0.6589606434835558,0.5444530046691690,0.0217241103442829,0.7056019894616360,0.4587990610460554,0.5265069032549462,0.9900000000000000,0.3975899019680981,0.4977711986179550,0.8421203781862202,0.4977711986179550,0.8421203781862202,0.9401324038570498,0.9955423972359101,0.8108424193063757
263,0.5790585278261485,0.7389997757987408,0.2817716134200313,0.8501841270408919,0.2021344032590406,0.5127557953405152,0.9001540618428622,0.3281533982635899,0.4992463407524872,0.8280130112049040,0.4992463407524872,0.8280130112049040,0.9364435947702293,0.9984926815049744,0.7916623923891576
264,0.9520658267939761,0.6725739040419602,0.1813144299872612,0.1507935166340174,0.7213914378982609,0.5100000000000000,0.9345424321488083,0.3624777988105415,0.5013211036862533,0.8370022999023575,0.5013211036862533,0.8370022999023575,0.9400364129084540,0.9973577926274935,0.8062865268973620
265,0.5894552269129335,0.6194781158190799,0.3353459550412338,0.7144532360072374,0.1030063305213696,0.5332311666502376,0.9376562012821416,0.3597960871575431,0.5027312330222219,0.8283792810708582,0.5027312330222216,0.8283792810708577,0.9346986519998699,0.9945375339555562,0.7950745941032686
266,0.6466656395222091,0.6006138709745594,0.0298518524677247,0.4697382220104422,0.5072511055466711,0.5114913548565607,0.9602568242289300,0.3794429194817776,0.5195991503322992,0.8610888581658812,0.4983685030594761,0.8418130618216817,0.9158184335989603,0.9608016993354016,0.8108574802139307
267,0.5837344296921881,0.8764374209916381,0.3204304530431370,0.8528908846746432,0.1699558274593618,0.5378527465873012,0.9422069589067210,0.3597780728618105,0.5008035569085676,0.8275507381299911,0.5008035569085676,0.8275507381299911,0.9365601003552024,0.9983928861828648,0.7922836000906569
268,0.5654352305593704,0.9667402527121356,0.0149339011376633,0.9074523168359061,0.0465328095771560,0.5100000000000000,0.9059512746896660,0.3331175487923461,0.4982101710353452,0.8305537137609158,0.4982101710353452,0.8305537137609157,0.9358496662993545,0.9964203420706903,0.7945180894995711
269,0.5201510478414912,0.5772862762575992,0.0112280047655828,0.8724849031545734,0.1432438844471683,0.5100000000000000,0.9225746137725352,0.3553197173485216,0.5037416048654111,0.8343763370939493,0.5037416048654112,0.8343763370939494,0.9360963977633827,0.9925167902691778,0.8044488152498608
270,0.5365897963988449,0.9706469852035809,0.1845263006924119,0.0643851375790128,0.8693349363117417,0.5225290980378057,0.9405233008323285,0.3649078788069325,0.4970533166736364,0.8068616256235958,0.5022355774154678,0.8333310578102054,0.9364078193768022,0.9941066333472728,0.8017772534457041
271,0.5938279060492093,0.7954860016680498,0.0885165158722607,0.7568552768149742,0.1761476647804612,0.5145518711348137,0.9335438595801872,0.3544461114213655,0.4967980427321611,0.8349781165804107,0.4967980427321611,0.8349781165804107,0.9354621250085173,0.9935960854643222,0.7998162172783062
272,0.5356233276610441,0.8179969945743634,0.2374874828026123,0.9215275749858294,0.2783692090123505,0.5206301185188622,0.9538780775881185,0.3718162707530006,0.4984772283877064,0.8369723398363555,0.4984772283877064,0.8369723398363555,0.9390763169176519,0.9969544567754127,0.8040273239162103
273,0.7937490317332662,0.8507646615084393,0.0103267976845882,0.6213484406709310,0.1380947882204062,0.5100000000000000,0.9681381604879029,0.3897378342503954,0.5013762245699678,0.8439548202626713,0.5013762245699678,0.8439548202626713,0.9429085346927479,0.9972475508600644,0.8161174969690095
274,0.8367429728637631,0.8479770673701988,0.0141558169451914,0.6008760604784902,0.7355451016577587,0.5503431224012405,0.9478853126191175,0.3110903696875424,0.4813775965110750,0.8216493094011845,0.4611682707579687,0.8251541942877060,0.8996549274738088,0.9627551930221501,0.7524209745276794
275,0.6989426192793735,0.9035093319291304,0.2908593984687762,0.0450053873981110,0.4454491672565015,0.5175288026209331,0.8887716635368259,0.3171869942912687,0.5004591731104299,0.8231500408904713,0.5004591731104299,0.8231500408904713,0.9350218253074629,0.9990816537791403,0.7855488922068826
276,0.6626357265369838,0.7420649526468948,0.0840660649969247,0.8560330222059385,0.9436350386450709,0.5100000000000000,0.9386097920378914,0.3631064520400625,0.4991214057284987,0.8378775264918407,0.4991214057284987,0.8378775264918407,0.9405180526238860,0.9982428114569974,0.8058269486799594
277,0.7521725937706705,0.7660121220070565,0.2625668494642934,0.0464035608291615,0.6643245822479024,0.5354825548791101,0.9684300136437710,0.3806393168739989,0.4995726356392081,0.8343133178178618,0.4995726356392081,0.8343133178178618,0.9397226142052197,0.9991452712784161,0.8010697477010950
278,0.9300023722726121,0.6654369611824397,0.2999688646003034,0.3135096063846740,0.5313892204867717,0.5100000000000000,0.8986130948080171,0.3313835973482919,0.5020272801791441,0.8288115262057358,0.5020272801791441,0.8288115262057358,0.9356981747557704,0.9959454396417118,0.7951212233552408
279,0.9185431808746589,0.5605236450158962,0.0237324662899870,0.9258630652872155,0.6566309316281679,0.5389270956295145,0.9497446317866217,0.3666583999096785,0.5014381424738285,0.8288466515543402,0.5014381424738285,0.8288466515543403,0.9363932043469192,0.9971237150523431,0.7946886793675970
280,0.5308680297661401,0.8290272916445851,0.3079015817856957,0.9497451427295122,0.0404253832096642,0.5405054126627135,0.9438129427439808,0.3535770033961013,0.4306148279299079,0.7985073363574877,0.4955276555554411,0.8268650510950262,0.8389107181384774,0.8612296558598156,0.7868331967886887
281,0.5971192366063316,0.5261327852094004,0.1073684871845144,0.9919005404759226,0.9506602601286904,0.5202760081330358,0.8949408233073839,0.3228243010158797,0.5009230024295939,0.8235156746452087,0.5009230024295938,0.8235156746452086,0.9346529341845220,0.9981539951408123,0.7864837919531784
282,0.6236375381301101,0.6423048245200168,0.1558183832798993,0.4764022856128862,0.9564296104172481,0.5100000000000000,0.9219872456008357,0.3519913363401675,0.5015814346001544,0.8342351512725680,0.5015814346001544,0.8342351512725680,0.9385510494138621,0.9968371307996913,0.8025501928469279
283,0.6297060363994617,0.5552303349341281,0.0346556769181267,0.1774295463810108,0.2761398685555296,0.5100000000000000,0.8785452508710143,0.3107774931122675,0.5011520285723000,0.8238433186931187,0.5011520285723000,0.8238433186931187,0.9345351653680465,0.9976959428554000,0.7871600178975551
284,0.7841916728365309,0.6015490355149047,0.3354519933459411,0.4879444868290839,0.6282954827431336,0.5100000000000000,0.9082786381772692,0.3554015657028995,0.4730402674404075,0.8262819189427190,0.5133259275531286,0.8312465645157247,0.9045147465397243,0.9460805348808150,0.8075279070771794
285,0.7098059643375323,0.8165908381907427,0.2242915145303056,0.1023129250830492,0.2019152441398746,0.5100000000000000,0.9214991079243914,0.3533187551653556,0.5029280832447232,0.8341305789431503,0.5029280832447233,0.8341305789431503,0.9369394064293245,0.9941438335105537,0.8034624099064565
286,0.5336419775652451,0.8116687824983607,0.2018661111388689,0.8725361089699698,0.5474717946004589,0.5219774628343150,0.9217033932395233,0.3486856432157050,0.5021697690653100,0.8292766328087263,0.5021697690653099,0.8292766328087262,0.9357349686812011,0.9956604618693801,0.7959088179087839
287,0.6893347864605943,0.7121063582379418,0.3874219243611023,0.5605372332665048,0.7707892391243933,0.5133727092410360,0.9036857382324830,0.3317373294746360,0.4996087234797478,0.8286003255557736,0.4996087234797478,0.8286003255557736,0.9372986734944260,0.9992174469594957,0.7928215354092636
288,0.7614014153844658,0.5532825487149557,0.1338023039762683,0.4045058991667553,0.9398217248053922,0.5305210759572790,0.9392271321976712,0.3590103481513778,0.5004132811696685,0.8298302003290847,0.5004132811696685,0.8298302003290847,0.9380032800862963,0.9991734376606629,0.7952729124127744
289,0.5588025133937837,0.7180194799005161,0.3563117145906785,0.0795307024808044,0.3392169232656719,0.5100000000000000,0.9160657006560683,0.3492613651174229,0.5034902155865103,0.8329033268605750,0.5034902155865103,0.8329033268605750,0.9357622613422287,0.9930195688269794,0.8021618772111438
290,0.9100601058185086,0.6793175384919808,0.2878751524258417,0.4052406768166305,0.6935052630427615,0.5123513410562525,0.8963374373514786,0.3249365994366471,0.4994379767387843,0.8272595674939143,0.4994379767387843,0.8272595674939143,0.9364290500157408,0.9988759534775686,0.7907196086048096
291,0.5349416959032500,0.8558203933708559,0.3714112543408956,0.8661916083901089,0.7164271143471794,0.5100000000000000,0.9077274396242184,0.3348137070758584,0.4982538753349810,0.8309698593827266,0.4982538753349811,0.8309698593827266,0.9361037854899443,0.9965077506699620,0.7951612000699034
292,0.9539240971286698,0.7879327719355448,0.3631208211049839,0.7034059324772127,0.2211488011647412,0.5100000000000000,0.9485390956727651,0.3767684598873364,0.5034354999260284,0.8399839901971935,0.5034354999260284,0.8399839901971934,0.9388206272895822,0.9931290001479431,0.8121010906200732
293,0.5575743079583403,0.7459515683217595,0.3964119220104279,0.0824555175109666,0.6290321314933922,0.5340278486917250,0.9434465900592849,0.3444514630367674,0.4991336469218659,0.8140521853543654,0.4869597783800180,0.8295245486520360,0.9338321659538527,0.9982672938437318,0.7834835342108016
294,0.9149159767669213,0.7437513995063977,0.0526707008148630,0.1599071997261758,0.6554212891877766,0.5161055496223045,0.9292984659552579,0.3548320317998639,0.5003304848077211,0.8334025724842300,0.5003304848077211,0.8334025724842300,0.9396464545485882,0.9993390303845577,0.8003637775979928
295,0.9432735090852562,0.9738225058850011,0.3184065568366380,0.3923084907075046,0.7640761063460343,0.5272211326313269,0.9096794141799974,0.3321343456364147,0.4992600394726682,0.8242041062677860,0.4992600394726681,0.8242041062677860,0.9347868720860797,0.9985200789453363,0.7860760560811477
296,0.9801939266815645,0.8730212264176562,0.3217977419790013,0.1013750826859187,0.9999472574545336,0.5112144423568651,0.9025986131394239,0.3316939266101440,0.4997869911325303,0.8292489156773427,0.4997869911325303,0.8292489156773427,0.9378759730159376,0.9995739822650607,0.7939139514346507
297,0.8949724225313249,0.7485501890208613,0.2577494112713947,0.9340411919932710,0.0402323694264806,0.5153824526353450,0.9375126830063245,0.3672425631141440,0.5043514968854029,0.8355248844279517,0.5043514968854029,0.8355248844279518,0.9358712256740417,0.9912970062291941,0.8065444043786862
298,0.8841492195702378,0.7400268541867092,0.1115443832952808,0.6522920446308759,0.2023050436775581,0.5100000000000000,0.9502395946425353,0.3799605710004848,0.5048792898331934,0.8403470160432546,0.5048792898331934,0.8403470160432546,0.9372752544412949,0.9902414203336132,0.8136875340258858
299,0.8183919724778629,0.5227099686263824,0.3860593086513260,0.0948230013039451,0.1450784319197407,0.5138213489432834,0.9306802400029968,0.3536212308269711,0.4979081028125128,0.8346331620588168,0.4979081028125128,0.8346331620588168,0.9371325418107517,0.9958162056250255,0.8002039929107797
300,0.8839182501975019,0.9624044463935072,0.0817688551560838,0.7880574623804607,0.1544340524207025,0.5222535062014189,0.9066353596775221,0.3339916209699432,0.5015017414818701,0.8255650508980537,0.5015017414818702,0.8255650508980537,0.9348897122771647,0.9969965170362598,0.7899738345059428
301,0.5745850600383106,0.6632035064483183,0.1998301513433756,0.3684059285719429,0.4542486606219650,0.5117332504921219,0.9302923899461035,0.3553457074484637,0.4990072363986374,0.8353819855279752,0.4990072363986374,0.8353819855279752,0.9392577538555563,0.9980144727972748,0.8021587429915468
302,0.7673126572548659,0.6328507593027570,0.2085948451276745,0.2448706445532208,0.8785365566129374,0.5100000000000000,0.9373325852936220,0.3561540379419001,0.4771862027876893,0.8554873322117483,0.4944937563890974,0.8376273177598285,0.9086110617772412,0.9543724055753784,0.8018345929149209
303,0.7568269776913989,0.9897162841860823,0.0647317379344155,0.5699849419396911,0.4487232690677551,0.5177082122970194,0.9138745589234173,0.3401388791913551,0.4999646884762191,0.8292043023555259,0.4999646884762191,0.8292043023555259,0.9381492117433176,0.9999293769524382,0.7939954929220362
