map_type,step,V_A,V_B,exact_V_A_star,exact_V_B_star,delta_A,delta_B,p_breakdown,abs_err_A,abs_err_B
one_step,13,0.6797389421475259,0.5802612032239027,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,5.0583048198182823e-04,3.1235032262388884e-04
one_step,14,0.6794056852187937,0.5802612032239027,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,1.7257355324962198e-04,3.1235032262388884e-04
one_step,15,0.6794056852187937,0.5804669893773948,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,1.7257355324962198e-04,1.0656416913179534e-04
one_step,16,0.6792919883689894,0.5804669893773948,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,5.8876703445287504e-05,1.0656416913179534e-04
one_step,17,0.6792919883689894,0.5805371971821491,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,5.8876703445287504e-05,3.6356364377487793e-05
one_step,18,0.6792531985568626,0.5805371971821491,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,2.0086891318493727e-05,3.6356364377487793e-05
one_step,19,0.6792531985568626,0.5805611498911374,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,2.0086891318493727e-05,1.2403655389237045e-05
one_step,20,0.6792399646851466,0.5805611498911374,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,6.8530196024596535e-06,1.2403655389237045e-05
one_step,21,0.6792399646851466,0.5805693218069221,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,6.8530196024596535e-06,4.2317396045099542e-06
one_step,22,0.6792354497016755,0.5805693218069221,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,2.3380361313662945e-06,4.2317396045099542e-06
one_step,23,0.6792354497016755,0.5805721098092154,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,2.3380361313662945e-06,1.4437373112574647e-06
one_step,24,0.6792339093304085,0.5805721098092154,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,7.9766486438259676e-07,1.4437373112574647e-06
one_step,25,0.6792339093304085,0.5805730609884727,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,7.9766486438259676e-07,4.9255805389947227e-07
one_step,26,0.6792333838038689,0.5805730609884727,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,2.7213832476391531e-07,4.9255805389947227e-07
one_step,27,0.6792333838038689,0.5805733855011110,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,2.7213832476391531e-07,1.6804541558279595e-07
one_step,28,0.6792332045106362,0.5805733855011110,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,9.2845092058979617e-08,1.6804541558279595e-07
one_step,29,0.6792332045106362,0.5805734962146822,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,9.2845092058979617e-08,5.7331844383057273e-08
one_step,30,0.6792331433413881,0.5805734962146822,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,3.1675843947809312e-08,5.7331844383057273e-08
two_step,0,1.0000000000000000,0.0000000000000000,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,3.2076688833445588e-01,5.8057355354652662e-01
two_step,1,0.7886687500000000,0.3825000000000001,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,1.0943563833445591e-01,1.9807355354652656e-01
two_step,2,0.7165691316015625,0.5129970468750000,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,3.7336019936018428e-02,6.7576506671526593e-02
two_step,3,0.6919709949170906,0.5575185612360353,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,1.2737883251546456e-02,2.3054992310491351e-02
two_step,4,0.6835788793721201,0.5727079106386967,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,4.3457677065760203e-03,7.8656429078298729e-03
two_step,5,0.6807157518017870,0.5778900419877160,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,1.4826401362428854e-03,2.6835115588106362e-03
two_step,6,0.6797389421475259,0.5796580232623967,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,5.0583048198182823e-04,9.1553028412993953e-04
two_step,7,0.6794056852187937,0.5802612032239028,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,1.7257355324962198e-04,3.1235032262377782e-04
two_step,8,0.6792919883689894,0.5804669893773949,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,5.8876703445287504e-05,1.0656416913168432e-04
two_step,9,0.6792531985568626,0.5805371971821491,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,2.0086891318493727e-05,3.6356364377487793e-05
two_step,10,0.6792399646851466,0.5805611498911374,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,6.8530196024596535e-06,1.2403655389237045e-05
two_step,11,0.6792354497016756,0.5805693218069221,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,2.3380361314773168e-06,4.2317396045099542e-06
two_step,12,0.6792339093304085,0.5805721098092154,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,7.9766486438259676e-07,1.4437373112574647e-06
two_step,13,0.6792333838038689,0.5805730609884728,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,2.7213832476391531e-07,4.9255805378844997e-07
two_step,14,0.6792332045106362,0.5805733855011111,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,9.2845092058979617e-08,1.6804541547177365e-07
two_step,15,0.6792331433413881,0.5805734962146822,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,3.1675843947809312e-08,5.7331844383057273e-08
two_step,16,0.6792331224723522,0.5805735339866930,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,1.0806808115049193e-08,1.9559833641658031e-08
two_step,17,0.6792331153524893,0.5805735468733226,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,3.6869451935928055e-09,6.6732039893935280e-09
two_step,18,0.6792331129234146,0.5805735512698380,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,1.2578704744470315e-09,2.2766886154101940e-09
two_step,19,0.6792331120946902,0.5805735527697916,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,4.2914605202781786e-10,7.7673500964436926e-10
two_step,20,0.6792331118119553,0.5805735532815289,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,1.4641121648395483e-10,2.6499769045784660e-10
two_step,21,0.6792331117154951,0.5805735534561177,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,4.9950932279330118e-11,9.0408902586602835e-11
two_step,22,0.6792331116825858,0.5805735535156820,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,1.7041701383391228e-11,3.0844660159345949e-11
two_step,23,0.6792331116713582,0.5805735535360034,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,5.8141269576594823e-12,1.0523248938909546e-11
two_step,24,0.6792331116675278,0.5805735535429364,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,1.9836354780977672e-12,3.5902392170328312e-12
two_step,25,0.6792331116662209,0.5805735535453017,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,6.7679195581149543e-13,1.2249090630689352e-12
two_step,26,0.6792331116657750,0.5805735535461087,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,2.3092638912203256e-13,4.1788794646890892e-13
two_step,27,0.6792331116656229,0.5805735535463841,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,7.8825834748386114e-14,1.4255263636187010e-13
two_step,28,0.6792331116655710,0.5805735535464780,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,2.6867397195928788e-14,4.8627768478581856e-14
two_step,29,0.6792331116655533,0.5805735535465101,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,9.2148511043887993e-15,1.6542323066914832e-14
two_step,30,0.6792331116655472,0.5805735535465210,0.6792331116655441,0.5805735535465266,0.9500000000000000,0.8500000000000000,0.3500000000000000,3.1086244689504383e-15,5.6621374255882984e-15
