pair_id,delta_A,delta_B,p_breakdown,V_A_initial,V_B_initial,V_A_step_10,V_B_step_10,V_A_step_100,V_B_step_100,V_A_star,V_B_star,abs_err_A_final,abs_err_B_final
70,0.6130006429533740,0.5178034127485048,0.3674341796276525,0.2162382993028720,0.7052573945651862,0.7702895979430440,0.7013099982878004,0.7702895985482772,0.7013099982834884,0.7702895985482772,0.7013099982834884,0.0000000000000000e+00,0.0000000000000000e+00
71,0.7060937489878254,0.9727265771327025,0.0201383384945874,0.3216879088593347,0.1577364736509796,0.1404718996966988,0.8931727060560403,0.1376088346133417,0.9047919984561110,0.1376088346133417,0.9047919984561111,0.0000000000000000e+00,1.1102230246251565e-16
72,0.9196334751687197,0.9015665335657985,0.0051384994223577,0.6639572451074426,0.3653232058304898,0.5869247330319467,0.4592489647958509,0.5745428907026477,0.4743461478791322,0.5745428904708082,0.4743461481618141,2.3183954755978675e-10,2.8268198892789087e-10
73,0.6222909532153635,0.8573084899640656,0.0731955734107475,0.6768742336728105,0.0431265667624833,0.3793452417376435,0.7809843169802990,0.3792236861876804,0.7812857689633104,0.3792236861876804,0.7812857689633105,0.0000000000000000e+00,1.1102230246251565e-16
74,0.5379853160107517,0.9271640978488939,0.3243496071642503,0.7413169360240989,0.5566082575866410,0.4837023603983299,0.8241789686304076,0.4837022638640527,0.8241790688954844,0.4837022638640527,0.8241790688954844,0.0000000000000000e+00,0.0000000000000000e+00
75,0.6450642681705584,0.9452674817306641,0.2093867146524325,0.1265366085727060,0.9949381428236241,0.4082477287179179,0.7917989834778021,0.4082659547144243,0.7917858408883058,0.4082659547144243,0.7917858408883058,0.0000000000000000e+00,0.0000000000000000e+00
76,0.6509250037280081,0.6719950590645306,0.2503373149507945,0.8185173902544616,0.4298849568221589,0.6579792628654266,0.6789229671895043,0.6579791334855403,0.6789231678926645,0.6579791334855403,0.6789231678926646,0.0000000000000000e+00,1.1102230246251565e-16
77,0.8277199270689096,0.8032601656400153,0.1430926701662939,0.6881478015409555,0.9900082203729365,0.6090625172754625,0.5683723622056166,0.6090016332356178,0.5680477645939745,0.6090016332356177,0.5680477645939745,1.1102230246251565e-16,0.0000000000000000e+00
78,0.7773754331238136,0.8022277484186852,0.0274711942196680,0.0305050766906392,0.1262254238089625,0.5333362383197218,0.5924508592577005,0.5359124167284581,0.5948394938373782,0.5359124167284582,0.5948394938373783,1.1102230246251565e-16,1.1102230246251565e-16
79,0.8862711403710785,0.6383038410290865,0.3424632649968673,0.3355978494350508,0.3924543432677957,0.7681782612367596,0.5523393226201936,0.7681785926793034,0.5523394451238549,0.7681785926793034,0.5523394451238549,0.0000000000000000e+00,0.0000000000000000e+00
